"timestamp","ip","port","hostname","tag","handshake","asn","geo","region","city","cipher_suite","ssl_poodle","cert_length","subject_common_name","issuer_common_name","cert_issue_date","cert_expiration_date","sha1_fingerprint","cert_serial_number","ssl_version","signature_algorithm","key_algorithm","subject_organization_name","subject_organization_unit_name","subject_country","subject_state_or_province_name","subject_locality_name","subject_street_address","subject_postal_code","subject_surname","subject_given_name","subject_email_address","subject_business_category","subject_serial_number","issuer_organization_name","issuer_organization_unit_name","issuer_country","issuer_state_or_province_name","issuer_locality_name","issuer_street_address","issuer_postal_code","issuer_surname","issuer_given_name","issuer_email_address","issuer_business_category","issuer_serial_number","naics","sic","sector","sha256_fingerprint","sha512_fingerprint","md5_fingerprint","http_response_type","http_code","http_reason","content_type","http_connection","www_authenticate","set_cookie","server_type","content_length","transfer_encoding","http_date","cert_valid","self_signed","cert_expired","browser_trusted","validation_level","browser_error","tlsv13_support","tlsv13_cipher","raw_cert","raw_cert_chain","jarm","device_vendor","device_type","device_model","device_version","device_sector","page_sha256fp"
"2021-09-22 01:15:26","170.238.19.43",443,"maestro.datapar.com","ssl,ssl-poodle","TLSv1.2",264807,"PY","ALTO PARANA","CIUDAD DEL ESTE","TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA","Y",256,"maestro.datapar.com","R3","2021-09-06 13:35:52","2021-12-05 13:35:51","06:17:5B:CC:B6:03:03:1D:07:64:A9:32:27:BE:B5:8E:69:DF:17:7B","03E648D02616C7D3341C4404F1C74F47B0A7",2,"sha256WithRSAEncryption","id-ecPublicKey",,,,,,,,,,,,,"Lets Encrypt",,"US",,,,,,,,,,,,,"9C:41:E0:48:B3:66:E1:1C:F6:63:EE:CE:5C:D7:41:EE:84:51:B2:CC:F6:CE:A9:DD:66:AD:68:D5:6D:BE:06:FD","68:DB:A5:BD:CE:D7:0A:25:4B:4B:8C:FB:8D:35:0A:9D:26:45:FD:C2:A7:EA:3E:B2:D2:27:B2:6F:41:DB:B0:1E:1F:E4:A6:E1:47:1C:70:EA:DA:4E:68:57:0E:F7:2B:53:07:62:B9:39:C1:8D:56:EF:AF:86:F7:0A:CD:ED:EB:A0","42:43:81:E0:B5:74:02:C3:31:CC:75:1F:50:54:3E:F4",,,,,,,,,,,,"Y","N","N","Y","DV",,"N",,,,,,,,,,"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"2021-09-22 01:17:11","190.128.195.203",443,"mail.farmedis.com.py","ssl,ssl-poodle","TLSv1.2",23201,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"mail.farmedis.com.py","mail.farmedis.com.py","2015-06-17 17:56:16","2016-06-16 17:56:16","D6:FA:7C:3E:91:98:59:35:15:5E:EC:61:FA:3F:0C:65:4D:9C:8F:8C","40F7",2,"sha1WithRSAEncryption","rsaEncryption","SomeOrganization","SomeOrganizationalUnit","--","SomeState","SomeCity",,,,,"root@mail.farmedis.com.py",,,"SomeOrganization","SomeOrganizationalUnit","--","SomeState","SomeCity",,,,,"root@mail.farmedis.com.py",,,,,,"8C:3B:F1:2E:23:93:0C:A1:48:3F:1A:BB:82:04:EB:BD:75:E9:AD:F9:F1:69:D1:25:24:77:C6:65:7C:D6:78:02","32:37:54:B1:14:0B:3D:D0:A7:40:80:FF:13:1C:DA:2D:2D:F6:95:5F:FC:9A:64:42:B2:3D:3D:5F:96:18:E1:C0:04:18:94:E5:79:DA:23:94:46:11:0F:70:FF:27:BC:65:4B:93:44:BB:A4:94:BE:76:D2:F5:86:33:04:98:E6:D5","08:15:E6:C3:20:52:58:A3:B4:A6:77:88:0B:0B:9E:94","HTTP/1.1",403,"Forbidden","text/html; charset=UTF-8","close",,,"Apache/2.2.15 (CentOS)",5039,,"Wed, 22 Sep 2021 00:57:17 GMT","Y","Y","Y","N","unknown","x509: unknown error","N",,,,00000000000000000000000000000000000000000000000000000000000000,,,,,,"51c18a557bab2eeb0b62f764bf4521ea7699717143168ae0ac834bc48731db88"
"2021-09-22 01:20:24","138.186.60.162",443,"mail.farmacenter.com.py","ssl,ssl-poodle","TLSv1.2",28103,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","Y",2048,"mail.farmacenter.com.py","ZeroSSL RSA Domain Secure Site CA","2021-06-14 00:00:00","2021-09-12 23:59:59","33:F9:3A:11:9F:74:36:09:C6:55:54:84:F5:0D:71:CF:B3:BC:B1:5F","BEF486DDC4ACD5C952D961AD2FDA033B",2,"sha384WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,"ZeroSSL",,"AT",,,,,,,,,,,,"Communications, Service Provider, and Hosting Service","3B:6A:C8:7A:CD:E4:A6:4E:AC:5C:2E:B8:8D:1D:6E:3C:A2:83:08:A9:FB:C4:FA:D0:C6:12:55:F8:51:10:54:36","BB:87:29:24:D0:58:3B:73:81:D3:C7:E5:AF:B5:BA:FD:8D:E7:0F:A8:00:CC:A6:DE:5D:FF:D5:84:41:74:97:57:4B:9F:BE:B7:67:3D:74:7E:06:1B:FF:88:64:4E:D1:08:7F:12:B3:3A:77:BA:43:0D:EA:55:20:80:90:51:C8:8F","C1:33:EF:F8:7F:CA:8A:8A:CE:AB:9A:D5:62:18:6E:47",,,,,,,,,,,,"Y","N","Y","N","DV","x509: certificate has expired or is not yet valid","N",,,,"26d26d16d26d26d22b26d26d26d26dfd9c9d14e4f4f67f94f0359f8b28f532",,,,,,"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"2021-09-22 01:21:26","200.85.44.52",443,"www.compumarket.com.py","ssl,ssl-poodle","TLSv1.2",23201,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","Y",2048,"www.compumarket.com.py","Go Daddy Secure Certificate Authority - G2","2020-04-11 19:57:02","2020-11-25 15:42:02","33:B6:43:2C:4B:65:A7:47:09:16:FA:DC:19:4E:E3:05:98:98:6E:F9","8E3AE95BB07FAC25",2,"sha256WithRSAEncryption","rsaEncryption",,"Domain Control Validated",,,,,,,,,,,"GoDaddy.com, Inc.","http://certs.godaddy.com/repository/","US","Arizona","Scottsdale",,,,,,,,,,,"48:60:F5:0D:38:8A:AE:28:22:3B:10:BB:95:28:D8:BE:0F:85:8A:17:E7:23:C6:09:E9:00:85:9B:73:33:8C:0C","1F:05:FA:7A:A0:C8:9E:5B:35:1C:54:97:15:62:24:EB:6A:4E:91:34:EA:21:54:9C:D4:56:BF:7F:DD:5D:D2:7D:9C:80:B6:13:2C:BD:5B:99:52:11:84:60:63:B2:49:0D:93:37:8D:75:26:D0:1B:05:D8:4E:99:28:48:E4:C4:A1","6C:55:DE:B2:A6:C9:15:F8:AB:B2:A0:38:39:66:07:B8","HTTP/1.1",200,"OK","text/html; charset=utf-8",,,,"Microsoft-IIS/7.5",32925,,"Wed, 22 Sep 2021 01:21:11 GMT","Y","N","Y","N","DV","x509: certificate has expired or is not yet valid","N",,,,"26d26d16d26d26d22b26d26d26d26dfd9c9d14e4f4f67f94f0359f8b28f532",,,,,,"383756bb790767c43c8712b28266f54267eff3e19d4c1d5ffd765b8998a5a3ba"
"2021-09-22 01:21:36","45.170.129.236",443,"45-170-129-236.giganet.net.py","ssl,ssl-poodle","TLSv1.0",61512,"PY","ALTO PARANA","CIUDAD DEL ESTE","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"ZXV10","ZTE Corporation","2005-01-01 01:41:24","2025-01-01 01:41:24","0C:32:09:92:A6:F5:4E:1F:22:9F:07:96:6E:39:D1:3F:2D:B9:F0:52",05,0,"md5WithRSAEncryption","rsaEncryption","ZTE Corporation","ZTE","CN","Guangdong","Shenzhen",,,,,,,,"ZTE Corporation",,"CN","Guangdong","Shenzhen",,,,,,,,,,,"78:A4:03:D7:9D:7F:03:FB:F5:7A:A6:88:17:87:D1:EB:BC:21:21:EB:47:FB:56:AE:1A:0C:7C:BE:DB:F6:B3:A9","77:74:C7:6A:C6:D1:ED:64:47:2B:CB:31:F1:1D:55:59:B9:9D:63:91:7C:3F:10:49:7E:D5:51:9A:D9:77:3E:06:71:1F:F6:45:74:7D:EE:A9:B0:68:DA:02:E8:A2:50:8D:A5:13:C1:9D:84:BE:F1:23:1F:BC:7E:B8:01:D0:D4:63","7E:1D:E1:A8:D9:DE:A5:5F:39:27:10:31:48:E2:E6:6C","HTTP/1.1",200,"OK","text/html; charset=utf-8","close",,"_TESTCOOKIESUPPORT=1; PATH=/; HttpOnly","Mini web server 1.0 ZTE corp 2005.",6559,,,"N","N","N","N","unknown","x509: certificate signed by unknown authority","N",,,,"04b02b00004b04b04b04b02b04b04bf75d31ed09f72642b3ff007ac204e7c1",,,,,,"0d684e3945a3320e5e385c5f87b7ef2569688b3b79117bc858d5f3a008910cfd"
"2021-09-22 01:22:30","131.161.255.13",443,"host13.teisa.com.py","ssl,ssl-poodle","TLSv1.0",28103,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"self-signed","self-signed","2018-09-17 11:33:37","2023-09-16 11:33:37","95:CD:93:21:D5:11:3C:B0:43:C0:D6:A8:65:36:CD:43:74:2D:A8:0E","71684B0489C2EA0F304844A01F3D7F20",2,"sha1WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,,,,,,,,,,,,,,,"Communications, Service Provider, and Hosting Service","66:64:CD:5D:7D:53:27:15:14:DA:35:5D:FC:42:0E:17:2E:30:B9:BB:CB:A3:38:8C:2D:20:96:EB:C4:F0:E6:D2","9A:7D:20:36:90:95:BD:69:05:8B:4F:B0:9E:F3:8A:B9:E9:93:E1:BB:77:06:D0:74:DA:6B:4F:4D:18:15:69:EE:BD:14:80:C9:2E:52:06:7B:23:64:03:EB:60:86:42:5E:80:64:EF:08:67:9A:3B:68:88:4E:84:2E:23:57:F4:F1","AF:23:D5:2D:DD:E5:B8:32:42:78:32:79:34:3F:43:91","HTTP/1.1",200,"OK","text/html","keep-alive",,,"Embedthis-Appweb/3.2.3",,"chunked","Wed, 22 Sep 2021 01:27:27 GMT","N","Y","N","N","unknown","x509: unknown error","N",,,,"05b02b09b04b04b05b05b02b05b04ba441f40918707087561e2af18cf76f0e",,,,,,"e56144c4032433030d6137851cd42bc16defac0824cc74629e4ced51aaf2f68a"
"2021-09-22 01:23:16","181.40.91.70",443,"ultimahora.com","ssl,ssl-poodle","TLSv1.2",23201,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","Y",2048,"*.ultimahora.com","Sectigo RSA Domain Validation Secure Server CA","2020-07-29 00:00:00","2020-10-05 23:59:59","75:C4:BA:FB:D4:77:BB:14:92:55:2B:53:23:10:A0:A7:FB:F1:17:8B","1991F2270826FB4A4F645417B271908F",2,"sha256WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,"Sectigo Limited",,"GB","Greater Manchester","Salford",,,,,,,,,,,"8D:10:FB:05:55:84:C6:3D:03:EC:49:09:5E:19:7E:5A:31:0E:1F:5B:01:78:D9:3B:4C:0C:65:F0:E9:04:17:19","9D:8E:3B:1F:06:57:EF:6E:DE:74:92:32:AD:B9:E8:5F:C7:26:82:D3:D4:A4:12:D2:07:CD:76:3F:0E:B7:39:C0:A2:D6:57:0A:86:39:91:E6:1E:D7:62:A8:24:6B:3F:00:A6:61:EA:E7:69:DC:C5:42:48:5D:37:B7:BC:CE:61:B5","13:8E:8E:6B:1E:6B:AA:79:10:0C:03:C7:C6:9A:4F:9F","HTTP/1.1",200,"OK","text/html",,,,"Microsoft-IIS/8.5",701,,"Wed, 22 Sep 2021 01:23:04 GMT","Y","N","Y","N","DV","x509: certificate has expired or is not yet valid","N",,,,00000000000000000000000000000000000000000000000000000000000000,,,,,,"d7ef09203eb90924bcf6de3f1a0e98b59a0ded70485326e6a2fd2fb1f570e379"
"2021-09-22 01:23:21","200.85.34.26",443,"webmail.ande.gov.py","ssl,ssl-poodle","TLSv1.0",23201,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_AES_128_CBC_SHA","Y",2048,"webmail.ande.gov.py","asu11serv","2020-01-20 13:12:19","2022-01-19 13:12:19","B0:4F:A1:A6:BE:96:5C:78:13:64:F1:80:6E:49:C1:88:6C:16:12:31","3D000048CC6726855FE61A35520002000048CC",2,"sha1WithRSAEncryption","rsaEncryption","Administracion Nacional de Electricidad","TI","PY","Central","Asuncion",,,,,,,,,,,,,,,,,,,,,,,"F5:73:92:93:10:C1:A1:09:14:87:FF:39:E7:64:FD:6E:87:4A:29:64:2F:81:B0:95:DB:7B:89:1A:19:0C:03:7A","49:51:63:12:1E:9C:74:68:28:98:19:33:D1:A3:6F:0D:53:1A:1A:F1:85:AB:4E:3D:02:EB:D6:71:EA:48:01:07:95:D7:26:B7:3B:E5:A7:6E:34:5E:51:AC:02:76:12:AF:F4:B7:8C:24:BA:50:D0:F0:84:70:CD:C5:7D:19:90:80","18:2A:79:D4:D3:58:38:29:DE:75:1F:20:CB:97:32:CC","HTTP/1.1",403,"Forbidden ( El servido","text/html","close",,,,"2218",,,"N","N","N","N","unknown","x509: certificate signed by unknown authority","N",,,,"06b06b00006b06b06b06b06b06b06b2bb1101b28b790bf5d9d4dcad463fdc2",,,,,,"5f4c4e747697ef4bbd8ad44d9a31c5a34f92b95099840cab1902780632af3857"
"2021-09-22 01:24:04","179.189.219.93",443,"host93.teisa.com.py","ssl,ssl-poodle","TLSv1.0",28103,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"self-signed","self-signed","2000-01-01 00:16:02","2004-12-30 00:16:02","62:1B:23:D0:49:47:01:3E:30:AF:CA:BE:17:4E:7D:9F:18:31:9F:D2","E12092EFDDBE5EDDBC7AD0C7B1483D61",2,"sha1WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,,,,,,,,,,,,,,,"Communications, Service Provider, and Hosting Service","DF:29:EB:47:4D:02:1C:AF:2A:9F:AB:2D:1A:18:5A:7C:3D:46:BF:7D:01:70:F4:92:2B:AA:2D:CA:49:EB:84:9E","74:44:02:CB:CD:CF:68:80:BC:86:7D:BA:8A:52:50:D0:34:4B:E7:58:A9:3D:B8:F1:8A:18:14:67:4F:14:03:33:12:4F:7B:33:96:51:03:23:1A:CE:13:75:92:B5:54:CC:47:9F:FC:6C:60:7F:E5:39:34:71:09:B2:4F:BF:56:10","FB:1E:8E:5C:2F:4B:26:04:81:DD:60:4D:5A:A3:73:6A","HTTP/1.1",200,"OK","text/html","keep-alive",,,"Embedthis-Appweb/3.2.3",,"chunked","Tue, 21 Sep 2021 20:08:58 GMT","N","Y","Y","N","unknown","x509: unknown error","N",,,,"05b02b09b04b04b05b05b02b05b04ba441f40918707087561e2af18cf76f0e",,,,,,"0e4c1839145ff82c6dde7c73cc9263ea331bbac53cab8d86d9e0fc0d01f2ff79"
"2021-09-22 01:24:15","181.40.91.78",443,"palma.com.py","ssl,ssl-poodle","TLSv1.2",23201,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","Y",2048,"*.palma.com.py","AlphaSSL CA - SHA256 - G2","2019-03-22 12:21:51","2021-03-22 12:21:51","B7:B1:AE:1B:65:B3:9D:E4:90:4C:1D:0C:A2:0D:A0:AD:1D:48:50:66","2E8B475BC59F301817671E13",2,"sha256WithRSAEncryption","rsaEncryption",,"Domain Control Validated",,,,,,,,,,,"GlobalSign nv-sa",,"BE",,,,,,,,,,,,,"6A:E1:1F:A7:15:66:F3:58:C1:5F:92:E3:90:47:39:E0:DE:87:64:14:25:DC:B0:47:93:D2:9E:B3:3D:C4:BF:2C","B8:51:20:59:B7:F1:0B:6B:61:60:66:80:73:A1:2D:57:AF:3A:A4:93:92:9E:BF:AE:E6:8A:4F:A0:23:A6:57:0F:4E:1E:D4:7B:EF:5A:DB:70:94:E7:67:FD:A5:97:1E:8D:6B:CF:93:3B:41:CA:45:20:5F:0F:8D:91:81:87:28:FC","EC:33:08:BA:AF:4E:8B:3A:70:C5:23:F8:AF:BB:EE:B3","HTTP/1.1",200,"OK","text/html; charset=UTF-8",,,,"Apache",1638,,"Wed, 22 Sep 2021 01:24:17 GMT","Y","N","Y","N","DV","x509: certificate has expired or is not yet valid","N",,,,"21d10d00021d21d21c21d10d21d21d03e121248589b15fda5a8c5fbe0d02a9",,,,,,"64d2dc7698fad684e33b44ca6400c901fa956fe2f641cc146364f12a18cdd9f6"
"2021-09-22 01:24:36","181.94.245.151",443,"mail.yrendaguesa.com.py","ssl,ssl-poodle","TLSv1.2",27895,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","Y",2048,"mail.yrendaguesa.com.py","yrendague-SERVIDOR4-CA","2021-05-24 12:43:33","2023-05-24 12:43:33","A6:28:29:DB:39:6D:9B:A9:55:16:A0:3D:D7:E9:8D:6A:0D:A2:C7:D9","6B00000003E30D4AC6BAC2761F000000000003",2,"sha256WithRSAEncryption","rsaEncryption","Yrendague S.A.","TIC","PY","Capital","Asuncion",,,,,,,,,,,,,,,,,,,,517311,,,"8A:E0:12:EB:A0:10:63:71:33:DC:56:69:DC:04:5F:64:71:8C:43:EA:DB:B8:AD:90:FF:6E:4D:E4:F5:CB:7A:E8","FC:F2:54:DB:EF:68:58:06:73:84:75:24:BD:42:91:C1:60:5B:FA:8B:26:BB:12:70:0E:35:79:F3:6D:FE:29:CE:22:41:9B:02:8B:C1:6C:5D:5D:BC:FD:4C:32:14:C6:DB:34:7E:49:0F:7B:39:B6:D8:CE:8A:46:48:45:09:B2:B5","70:26:5E:61:2D:3C:D7:17:73:35:7C:A6:2A:A5:5C:0E","HTTP/1.1",301,"Moved Permanently",,"close",,,"Microsoft-IIS/8.5",0,,"Wed, 22 Sep 2021 01:23:19 GMT","Y","N","N","N","unknown","x509: certificate signed by unknown authority","N",,,,00000000000000000000000000000000000000000000000000000000000000,,,,,,"3cc2b84ce84394caa3eb2e7853dcb32b090494504de8b068e7267a5e2d704599"
"2021-09-22 01:24:42","190.211.241.157",443,"host157.teisa.com.py","ssl,ssl-poodle","TLSv1.0",28103,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"self-signed","self-signed","2017-10-04 17:21:29","2022-10-03 17:21:29","2B:B5:0F:1F:ED:EA:0D:ED:21:EC:48:4F:39:CE:FA:C7:01:F7:BF:D0","8D281C2A812A987A9B6DEAB24650F112",2,"sha1WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,,,,,,,,,,,,,,,"Communications, Service Provider, and Hosting Service","7C:B5:ED:A2:09:18:68:7A:42:9E:8A:07:97:0E:0F:BF:C0:27:B8:F4:B2:82:33:42:3F:8E:2A:40:5F:0D:D4:5A","02:44:47:A8:C1:60:27:8B:9B:DF:D4:D3:FF:3B:90:33:93:B3:47:2B:FF:87:72:12:00:4A:CC:F7:FC:1F:DD:CA:79:08:8B:3F:E6:86:CB:14:87:1A:74:91:36:48:EB:44:F1:3E:A7:28:78:0C:93:0B:A0:62:56:7B:16:C8:5D:A5","76:EF:90:DD:86:ED:40:7C:43:0D:1A:42:B0:DC:BB:A2","HTTP/1.1",200,"OK","text/html","keep-alive",,,"Embedthis-Appweb/3.2.3",,"chunked","Tue, 21 Sep 2021 23:57:11 GMT","N","Y","N","N","unknown","x509: unknown error","N",,,,"05b02b09b04b04b05b05b02b05b04ba441f40918707087561e2af18cf76f0e",,,,,,"1f0924141b4c2ca667d0961c3fe57263737d5a8dd3b93089f31b0aa4b3c045f1"
"2021-09-22 01:24:52","45.228.137.210",443,"server10.consoft.com.py","ssl,ssl-poodle","TLSv1.2",266673,"PY","ALTO PARANA","CIUDAD DEL ESTE","TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","Y",1024,"server10.consoft.com.py","server10.consoft.com.py","2014-10-03 08:30:54","2015-10-03 08:30:54","E4:62:34:6B:75:30:F6:A7:06:EB:79:6A:2F:1B:7C:AF:21:DF:76:EF",5589,2,"sha1WithRSAEncryption","rsaEncryption","SomeOrganization","SomeOrganizationalUnit","--","SomeState","SomeCity",,,,,"root@server10.consoft.com.py",,,"SomeOrganization","SomeOrganizationalUnit","--","SomeState","SomeCity",,,,,"root@server10.consoft.com.py",,,,,,"0A:32:18:B7:54:80:62:C9:DE:8B:0D:25:DF:CA:F6:0B:70:94:CA:A7:4C:A5:A8:5A:8A:D4:88:55:3E:E3:8E:5D","86:80:77:0E:5B:6C:9C:AA:E1:1A:77:13:FA:DB:12:4E:C2:41:23:E8:9D:41:3B:C2:C5:A2:3E:47:1D:4B:FD:3D:B1:63:B7:F2:33:0D:59:4A:47:8C:A7:73:6C:AE:7E:99:32:C9:DC:04:4D:77:06:EB:D4:B0:EB:37:84:DA:5D:AC","3B:E4:9B:7D:3A:4C:66:1E:12:8F:31:D0:F1:D8:1C:D0",,,,,,,,,,,,"Y","Y","Y","N","unknown","x509: unknown error","N",,,,"05d02d20d21d20d05c05d02d05d20d74fcf6501ae7a92319e575bfafd2a827",,,,,,"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"2021-09-22 01:24:52","201.217.40.110",443,"www.ssme.gov.py","ssl,ssl-poodle","TLSv1.2",27768,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","Y",2048,"www.ssme.gov.py","COMODO RSA Extended Validation Secure Server CA","2018-03-01 00:00:00","2020-01-18 23:59:59","77:45:67:83:0F:71:70:7F:2D:BE:DF:2C:7F:34:18:A3:4A:37:B8:46","FFF9B41B9C1E009FC72A9BE378E33998",2,"sha256WithRSAEncryption","rsaEncryption","Ministerio de Obras Publicas y Comunicaciones","POSITIVE EV SSL","PY","Central","Asuncion","Alberdi 411",1231,,,,"Government Entity","80004239 5, jurisdictionC","COMODO CA Limited",,"GB","Greater Manchester","Salford",,,,,,,,,,,"79:F9:39:D3:EC:F3:91:9C:DE:7B:26:57:8A:7A:6A:A8:8A:29:6D:87:49:87:E3:E0:9A:F5:35:27:09:32:10:0A","70:AB:CF:73:FD:9F:59:F5:69:4F:17:6C:2F:B5:02:CB:A3:FF:25:B3:1C:19:BD:3A:FB:BE:69:57:25:81:53:CF:0B:67:57:2F:61:B1:BA:8D:0A:5C:62:F9:E3:4E:E6:48:19:8B:5F:46:37:D4:2D:6E:4E:2F:2C:37:7F:D6:03:A0","C5:B3:95:08:18:B8:7E:A1:8A:40:F7:97:88:CD:65:80","HTTP/1.1",301,"Moved Permanently","text/html; charset=iso-8859-1",,,,"Apache",235,,"Wed, 22 Sep 2021 03:29:03 GMT","N","N","Y","N","EV","x509: certificate signed by unknown authority","N",,,,"05d02d20d21d20d05c05d02d05d20d74fcf6501ae7a92319e575bfafd2a827",,,,,,"d26919c253227bfee627e4090eea3623c5f938dd34e99e5225744d4c7d9a774b"
"2021-09-22 01:25:09","201.217.28.203",443,"host-203.28.217.201.copaco.com.py","ssl,ssl-poodle","TLSv1.2",27866,"PY","ASUNCION","ASUNCION","TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","Y",2048,"juventus","juventus","2015-08-03 17:52:28","2025-07-31 17:52:28","D4:35:14:02:09:79:73:4B:B8:D5:BA:00:8F:69:7C:53:79:13:89:03","B9BBCC3263D2DD99",2,"sha256WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,,,,,,,,,,,,,,,,"A9:A9:70:87:71:57:57:6A:F6:17:77:03:A4:CB:80:B4:D8:3D:55:A1:EB:1D:9C:48:FD:EE:AF:7C:2C:A2:4E:FF","AF:5D:9B:65:09:BD:86:FF:C7:40:08:7C:90:8E:57:1C:94:C5:75:BF:8C:16:B0:E7:DA:41:AC:9D:50:19:D9:65:44:AA:62:63:89:F5:F5:51:F3:2A:0A:97:73:16:71:78:9E:21:0D:30:0A:A4:63:40:DA:BB:3E:61:5F:6A:7E:B9","50:86:A7:5E:15:F1:A6:3F:D3:EF:FB:1D:A6:24:57:35","HTTP/1.1",302,"Found","text/html",,,"PHPSESSID=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; Max-Age","Apache/2.4.7 (Ubuntu)",3327,,"Wed, 22 Sep 2021 01:24:56 GMT","N","Y","N","N","unknown","x509: unknown error","N",,,,00000000000000000000000000000000000000000000000000000000000000,,,,,,"80a09d791dbbab3e50224307779169540e9d908d76f4c2c858af6d254cdb28ca"
"2021-09-22 01:27:17","201.222.48.29",443,"host29.teisa.com.py","ssl,ssl-poodle","TLSv1.0",28103,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_RC4_128_SHA","Y",1024,"self-signed","self-signed","2000-01-01 00:16:01","2004-12-30 00:16:01","E7:27:98:6E:7B:5F:59:E2:95:74:46:3A:D6:EC:92:00:D6:F6:16:4B","C9085644D356C822515B11DDAF04D96A",2,"sha1WithRSAEncryption","rsaEncryption",,,,,,,,,,,,,,,,,,,,,,,,,,,"Communications, Service Provider, and Hosting Service","13:B4:A7:7A:95:1A:DA:19:65:26:FE:05:51:EB:AC:49:82:45:30:4F:74:68:3C:77:7F:C7:90:41:8F:E9:7B:5E","7E:A2:2D:EE:88:DA:F4:2A:62:85:C0:89:6A:00:79:7D:08:32:70:32:5F:21:95:00:A3:C3:89:D0:42:AB:48:E1:72:41:24:AA:91:DB:16:2B:00:73:30:44:CB:E1:5E:15:D8:17:6C:96:4A:69:67:94:4F:DC:1D:66:EC:7B:AC:BD","B1:5F:B7:7E:9F:EE:C5:CF:05:C5:31:BA:BB:C2:93:44","HTTP/1.1",200,"OK","text/html","keep-alive",,,"Embedthis-Appweb/3.2.3",,"chunked","Tue, 21 Sep 2021 20:17:52 GMT","N","Y","Y","N","unknown","x509: unknown error","N",,,,"05b02b09b04b04b05b05b02b05b04ba441f40918707087561e2af18cf76f0e",,,,,,"5d1e46b1cf64786cb52787507c5ffc6f1546fd27d701ca0ded62065b0e50d306"
"2021-09-22 01:30:41","201.217.50.58",443,"sfp.gov.py","ssl,ssl-poodle","TLSv1.0",27768,"PY","ASUNCION","ASUNCION","TLS_RSA_WITH_AES_128_CBC_SHA","Y",4096,"*.sfp.gov.py","Sectigo RSA Organization Validation Secure Server CA","2021-03-04 00:00:00","2022-03-04 23:59:59","18:D5:71:3C:C5:6F:E6:35:B7:97:BE:2D:1A:C9:A6:5E:D5:E5:F6:26","5DAB81AB28913E90356A7047F5F914A3",2,"sha256WithRSAEncryption","rsaEncryption","Secretaria de la Funcion Publica",,"PY","Central","Asuncion","Iturbe 823",,,,,,,"Sectigo Limited",,"GB","Greater Manchester","Salford",,,,,,,,,,,"B0:B6:DB:F8:E8:88:13:21:53:F8:63:7B:7E:93:38:BB:6E:A5:25:10:95:3E:24:B2:EE:C9:66:5E:B0:4F:90:BA","33:F2:9B:DC:10:A7:DC:44:8E:32:50:BA:AC:23:2B:F0:CD:7D:EB:02:99:92:59:CD:61:47:6F:00:25:DF:2E:88:0D:13:ED:42:B0:68:2E:CA:22:09:52:C7:85:B3:34:8E:62:04:A4:6B:63:9E:1F:92:65:58:4C:6E:EA:3A:16:A9","B1:5E:3B:A1:C9:5A:C1:79:2C:17:8B:8E:9C:03:9A:53","HTTP/1.1",403,"Forbidden","text/html; charset=iso-8859-1","close",,,"Apache",202,,"Wed, 22 Sep 2021 02:08:06 GMT","Y","N","N","Y","OV",,"N",,,,"07b08b09b06b06b07b07b08b07b06bd7fc4c7c6ef19b77a4ca0787979cdc13",,,,,,"c11aba488280988f7b2bb4946c1f5535aee184907ee4d11ccfb8912982639b7d"
